Index,Accel X (LSB),Accel Y (LSB),Accel Z (LSB),Gyro X (LSB),Gyro Y (LSB),Gyro Z (LSB),Compass X (LSB),Compass Y (LSB),Compass Z (LSB),Temperature,
26194,1372,-844,15656,-551,119,120,-64,111,308,31,94881,
26195,1688,-1032,15040,803,460,-37,-59,111,306,31,85297,
26196,1608,-728,16872,257,549,-313,-59,111,306,32,04466,
26197,1976,-448,16476,475,49,-182,-59,111,306,32,04466,
26198,1844,-116,16572,520,-169,-75,-63,115,307,32,04466,
26199,2140,-172,16992,-334,128,104,-61,105,307,31,90089,
26200,1932,-428,16448,-503,52,299,-61,105,307,31,90089,
26201,1232,-784,16248,133,-587,262,-67,108,298,31,90089,
26202,1288,-808,16600,-268,-283,-247,-64,106,303,31,56543,
26203,1832,-796,16112,-221,-112,-193,-63,110,300,31,94881,
26204,1916,-480,15772,341,-170,-81,-73,112,307,31,75712,
26205,2028,-408,16724,52,33,-113,-73,112,307,32,09258,
26206,1684,-456,16512,-158,-44,32,-73,112,307,31,94881,
26207,1816,-576,16252,149,-131,87,-58,118,302,31,85297,
26208,1628,-496,16592,-224,-48,18,-66,105,302,32,04466,
26209,1624,-640,16336,-78,80,-106,-66,105,302,31,85297,
26210,1704,-676,16180,-95,-321,42,-66,105,302,32,04466,
26211,1660,-692,16088,-84,239,-100,-59,119,303,32,04466,
26212,1660,-732,16396,-151,175,-176,-64,116,301,32,1405,
26213,1908,-932,17204,-392,156,-319,-61,115,302,31,94881,
26214,2120,-500,16636,-300,-299,93,-73,110,302,31,85297,
26215,1516,-524,16904,-263,-176,-53,-73,110,302,32,04466,
26216,1176,-572,17020,-701,-217,-404,-64,116,301,32,04466,
26217,1856,-532,16148,-599,-33,-125,-75,106,303,32,04466,
26218,2252,-744,15552,-218,451,-169,-75,106,303,32,04466,
26219,2160,-832,15664,143,557,-147,-57,111,306,31,7092,
26220,1452,-1028,17032,-636,958,-552,-57,111,306,32,04466,
26221,1196,-840,16376,-604,290,-642,-66,105,307,31,75712,
26222,1944,-728,16432,262,-436,-180,-66,105,307,31,94881,
26223,1592,-716,17228,-1031,-350,-233,-66,99,305,32,04466,
26224,1896,-824,16808,-1989,-59,-48,-62,108,301,32,09258,
26225,1908,-856,15544,-249,467,-269,-62,108,301,31,94881,
26226,1672,-1564,18748,-1082,2256,-1149,-62,108,301,32,04466,
26227,2156,-1576,15804,-1912,1541,-445,-54,103,301,31,94881,
26228,1420,-1452,14612,770,-652,-86,-50,102,297,32,04466,
26229,1500,-1688,15644,603,-1013,-112,-63,105,295,31,94881,
26230,900,-1020,16484,-1358,148,-822,-63,105,295,32,04466,
26231,1804,-872,16564,-1743,192,-838,-56,94,300,32,04466,
26232,2028,-1448,16332,2701,-429,381,-62,95,298,31,85297,
26233,508,-804,16780,-1394,1201,-1111,-52,106,308,31,94881,
26234,-308,-1684,17832,-4028,116,-1468,-52,106,308,31,94881,
26235,196,-1012,17652,-2660,-741,-877,-52,106,308,32,09258,
26236,3292,-872,15252,466,1425,1195,-70,90,301,31,94881,
26237,1148,-828,16936,499,-2598,311,-64,80,298,32,1405,
26238,716,-1688,17280,1384,-2031,-1894,-64,80,298,31,94881,
26239,2012,-1432,14696,-33,-11726,-34,-64,80,298,32,04466,
26240,1248,-2336,11456,2902,-6781,745,-81,89,317,31,75712,
26241,3588,-2192,18264,1918,-6744,-1936,-109,97,315,31,90089,
26242,2888,-2144,17660,2345,-6450,-873,-115,95,306,32,1405,
26243,4584,-1292,16356,2311,-6675,458,-132,107,310,31,75712,
26244,5668,-492,14136,3870,-3861,1727,-132,107,310,32,04466,
26245,5604,244,13624,2263,-3751,688,-140,102,322,32,04466,
26246,6324,-1196,12468,-592,-1376,-2611,-143,111,313,32,04466,
26247,5856,528,14788,1614,-3543,1149,-143,111,313,32,04466,
26248,6388,368,14376,74,-2905,850,-142,105,307,31,94881,
26249,6136,48,14800,-1829,-3055,-600,-142,105,307,31,85297,
26250,6976,-712,15364,269,-3108,1349,-152,105,310,32,04466,
26251,6916,572,15216,1634,-2924,2044,-152,105,310,31,94881,
26252,7792,-780,13884,2526,-610,1724,-174,98,298,31,85297,
26253,7212,752,13144,1303,-683,1919,-161,103,301,31,94881,
26254,8172,-564,12832,1199,1816,317,-161,103,301,31,90089,
26255,5864,-1284,16136,2040,110,495,-171,111,311,31,85297,
26256,6300,-680,15796,-227,-1082,-1406,-165,107,310,31,94881,
26257,7264,256,14300,574,-34,-635,-170,115,305,32,28427,
26258,6780,316,15948,1170,179,101,-155,115,302,32,28427,
26259,7216,292,15144,1147,78,98,-155,115,302,32,1405,
26260,7356,412,15016,53,550,96,-155,115,302,32,38012,
26261,6168,552,16488,-36,-4,-551,-157,115,310,32,42804,
26262,7508,456,15036,-300,374,-775,-165,112,315,32,47596,
26263,7272,900,15296,-759,802,-873,-165,112,315,32,66766,
26264,6448,-36,16868,-338,-375,-465,-165,112,315,32,7635,
26265,6840,532,16136,-190,-959,-93,-163,110,307,32,81142,
26266,7616,564,14792,-128,-144,-364,-163,115,305,33,09896,
26267,7904,192,14152,-1035,804,-959,-166,114,311,32,95519,
26268,7980,-56,14504,-642,2703,-771,-166,114,311,33,14688,
26269,6896,-104,15656,-866,2089,-1320,-166,114,311,32,95519,
26270,8648,-120,12984,-1010,4261,-1603,-147,112,305,33,09896,
26271,6180,536,14596,-1809,4202,-713,-146,116,308,33,09896,
26272,4628,-216,17612,-2763,2787,-1568,-143,116,301,32,95519,
26273,5608,588,15540,-1506,3095,-125,-143,116,301,33,14688,
26274,5732,-428,16208,-911,2842,-310,-143,101,311,32,90727,
26275,4316,-448,16704,-3175,2674,-1670,-133,116,323,32,95519,
26276,5432,-1188,15444,-1059,1441,-910,-131,111,318,33,19481,
26277,4940,-176,15360,-395,3583,-717,-131,111,318,32,90727,
26278,4408,-252,15704,-1034,1568,-965,-131,111,318,32,81142,
26279,4512,-1048,16020,-1249,2477,-1648,-117,107,317,32,81142,
26280,4352,-340,16928,-855,828,-1122,-122,107,315,32,61973,
26281,4904,-848,15028,-1152,2955,-1276,-119,107,317,32,7635,
26282,3416,-808,17232,-244,2263,-537,-119,107,317,32,57181,
26283,3632,-284,16660,-406,1681,-473,-119,107,317,32,66766,
26284,4420,-808,14480,-407,4637,-147,-101,107,312,32,47596,
26285,1484,-1384,18756,-948,1623,-1272,-103,98,316,32,61973,
26286,1752,-928,16904,-825,1593,-1240,-103,98,316,32,61973,
26287,2404,-1016,16640,-53,1178,-734,-90,101,311,32,7635,
26288,2196,-1312,16872,-302,741,-1159,-90,101,311,32,7635,
26289,2376,-660,16392,-1126,-285,-1627,-101,107,307,32,61973,
26290,2820,-464,15944,-220,733,-459,-89,97,320,32,42804,
26291,2372,-1080,16512,-167,382,-259,-89,97,320,32,42804,
26292,2516,-848,16356,-922,-194,-866,-90,95,308,32,38012,
26293,3076,-972,15528,-628,258,-350,-90,95,308,32,28427,
26294,2564,-1088,16420,-353,676,-464,-91,91,315,32,47596,
26295,2592,-1088,16704,-131,-15,-661,-91,91,315,32,42804,
26296,2612,-856,15544,-73,376,-407,-92,98,313,32,38012,
26297,2292,-852,16140,-157,74,176,-92,98,313,32,23635,
26298,2516,-796,16240,-730,23,-40,-87,93,321,32,42804,
26299,2788,-1620,16228,-594,281,-294,-91,97,317,32,04466,
26300,2556,-1412,16420,-271,16,284,-96,94,305,32,28427,
26301,2276,-1192,16836,-93,-128,328,-90,85,308,32,23635,
26302,2560,-704,16120,-353,515,485,-90,85,308,32,38012,
26303,2404,-1280,16452,92,258,508,-89,94,312,32,1405,
26304,2604,-1480,16692,-197,-434,61,-89,94,312,32,47596,
26305,2900,-1496,15932,-92,111,-71,-96,97,317,32,1405,
26306,2504,-1768,16260,141,341,-71,-91,99,317,32,42804,
26307,2028,-1324,16424,-309,-139,-395,-91,99,317,32,1405,
26308,2560,-1484,15732,65,458,-96,-87,93,313,32,23635,
26309,2428,-1228,16220,188,181,173,-84,91,312,32,38012,
26310,2592,-1324,16952,-494,170,-351,-87,93,316,32,04466,
26311,1784,-1412,16688,-18,-10,24,-85,85,313,32,42804,
26312,2356,-772,14904,473,1018,598,-85,85,313,32,28427,
26313,2180,-1208,15932,-486,50,-101,-85,85,313,32,42804,
26314,1704,-1508,16784,-526,8,-357,-91,97,302,32,1405,
26315,2188,-1408,16220,-312,-9,-4,-85,85,306,32,42804,
26316,1876,-1156,16400,-1035,-682,-482,-85,85,306,32,38012,
26317,2620,-1300,15536,-265,-394,295,-85,85,306,32,04466,
26318,2540,-1308,16176,73,258,184,-94,89,305,32,47596,
26319,2020,-1824,16508,353,-103,-4,-87,77,311,32,1405,
26320,1912,-1624,16208,133,-400,152,-82,90,303,32,38012,
26321,2000,-1380,16476,-429,-552,-20,-82,90,303,32,23635,
26322,2220,-1268,15952,103,-353,547,-82,90,303,32,1405,
26323,2692,-1944,15860,-69,-399,295,-95,95,301,32,1405,
26324,2904,-2040,15972,324,86,226,-85,93,313,32,23635,
26325,2652,-1776,16024,197,244,74,-85,93,313,32,1405,
26326,2520,-1452,15948,479,698,118,-85,93,313,32,38012,
26327,2224,-1544,16332,84,445,-89,-84,94,297,32,23635,
26328,1996,-1572,16596,-218,47,-81,-94,86,307,32,1405,
26329,2280,-1412,16308,-270,128,-146,-87,90,313,32,42804,
26330,2260,-1560,15660,273,109,-129,-78,86,307,32,23635,
26331,2284,-1048,15532,194,887,33,-78,86,307,32,04466,
26332,2300,-1140,15848,29,969,122,-84,97,307,32,09258,
26333,1836,-1980,16596,-92,704,-371,-84,89,307,32,04466,
26334,1760,-1560,16600,13,147,-13,-84,89,307,32,38012,
26335,1980,-1236,15892,-145,533,78,-80,98,303,32,38012,
26336,1964,-1316,15832,-201,654,-37,-80,98,303,32,1405,
26337,1616,-1636,16616,-98,233,-159,-77,87,306,32,1405,
26338,1708,-1308,16620,-129,-250,-182,-77,87,306,32,09258,
26339,1880,-1612,16344,298,276,16,-71,91,305,31,94881,
26340,1636,-1348,16212,-66,57,214,-77,87,306,32,28427,
26341,1616,-1328,16448,-407,-161,129,-77,87,306,32,28427,
26342,2080,-1756,16128,-178,-170,440,-82,85,306,32,1405,
26343,2332,-1920,16048,-297,99,189,-82,85,306,32,38012,
26344,1884,-1572,16468,128,-96,336,-81,86,297,32,23635,
26345,1776,-1396,16392,-100,-332,-198,-81,86,305,32,1405,
26346,2012,-1228,16048,174,492,153,-81,86,305,32,04466,
26347,1384,-1464,16872,92,-358,-12,-81,86,305,32,47596,
26348,1824,-1692,15968,-169,-111,-241,-86,91,310,32,47596,
26349,1928,-1788,16056,235,148,-117,-84,94,297,32,04466,
26350,1512,-1548,16336,94,-140,-148,-84,91,310,32,1405,
26351,1436,-1516,16176,159,-90,134,-84,91,310,32,23635,
26352,1740,-1356,16264,-233,-117,150,-80,87,303,32,04466,
26353,1972,-1764,16168,-481,-20,3,-92,93,311,32,09258,
26354,2016,-1820,16240,-416,-273,146,-80,87,308,32,38012,
26355,2268,-1976,16168,98,128,125,-80,87,308,32,09258,
26356,1828,-1528,16596,-197,-428,68,-80,87,308,32,23635,
26357,1812,-1364,16144,22,-322,312,-86,81,307,32,28427,
26358,1832,-1324,15948,153,72,560,-77,101,306,32,28427,
26359,1656,-1612,16272,-4,-50,69,-77,101,306,32,09258,
26360,1704,-1420,16116,201,147,266,-77,101,306,32,38012,
26361,1680,-1792,16760,-395,-249,49,-78,86,305,32,09258,
26362,1944,-1732,16204,-54,153,391,-72,80,303,32,04466,
26363,1780,-1776,16768,95,-374,662,-72,93,303,32,1405,
26364,2220,-2052,15960,177,-306,377,-81,99,312,32,28427,
26365,1956,-1516,15916,-82,-6,109,-81,99,312,32,38012,
26366,1948,-1232,15696,-283,95,160,-84,89,305,32,1405,
26367,1932,-1480,15624,-502,473,230,-82,85,303,32,42804,
26368,1488,-1804,16384,-1006,-44,-67,-82,85,303,32,09258,
26369,1792,-2172,16444,-505,1829,8,-84,81,300,32,23635,
26370,1592,-2240,16680,-216,-92,-409,-84,81,300,31,94881,
26371,2012,-1908,15612,-306,843,-752,-85,82,298,32,28427,
26372,952,-1248,16284,-1224,-554,-793,-70,87,298,32,04466,
26373,2044,-1732,15568,-857,476,-17,-70,82,296,32,38012,
26374,1316,-1632,16240,-1026,54,189,-68,76,300,32,04466,
26375,1300,-1516,16132,-958,-424,930,-68,76,300,32,1405,
26376,1516,-2044,16576,-1370,-297,890,-81,73,290,32,38012,
26377,2332,-3012,17340,-966,-525,189,-81,73,290,32,38012,
26378,2360,-2788,15832,-611,457,-108,-75,87,293,31,94881,
26379,2756,-2912,15316,1181,3053,1109,-76,68,292,32,09258,
26380,540,-2160,17684,-142,204,541,-76,68,292,32,28427,
26381,1160,-2144,16380,-2009,-622,-2520,-76,68,292,32,09258,
26382,2020,-2340,16784,-131,-565,11,-73,70,295,32,09258,
26383,1816,-3228,15996,220,2161,-59,-77,77,298,32,1405,
26384,1620,-3120,16440,-721,1625,-182,-67,77,298,32,09258,
26385,1016,-2988,16388,-894,-202,604,-67,77,298,32,28427,
26386,1068,-2608,16464,-267,1962,216,-71,76,305,32,42804,
26387,1544,-2356,16792,-414,-845,690,-75,69,288,32,09258,
26388,1288,-2792,15524,127,1020,-255,-72,72,286,32,38012,
26389,4,-1724,16188,1598,3396,1313,-72,72,286,32,09258,
26390,1700,-2872,16960,4359,1831,435,-72,72,286,32,04466,
26391,2016,-1892,16284,4250,1236,1297,-56,73,290,32,42804,
26392,2404,-2484,19012,16150,242,3538,-61,76,295,32,38012,
26393,688,-1556,19472,-3640,551,2444,-58,84,295,32,42804,
26394,1440,-2304,16128,-3320,901,2048,-58,84,295,32,09258,
26395,556,-1984,15816,-1850,-677,3285,-57,82,298,32,04466,
26396,124,-2588,15116,-1089,-851,2933,-42,77,306,32,38012,
26397,-1304,-2684,15084,-910,862,2363,-45,86,302,32,42804,
26398,-556,-3320,15724,-381,769,850,-45,86,302,32,23635,
26399,116,-2588,16180,1116,-489,419,-45,86,302,32,38012,
26400,452,-1968,16684,494,-391,973,-34,85,298,32,23635,
26401,424,-2636,15844,577,496,632,-36,80,303,32,09258,
26402,-316,-2200,17324,1400,-1314,1221,-43,86,307,32,28427,
26403,144,-2284,17212,-452,-204,888,-44,82,313,32,04466,
26404,520,-2292,14804,-77,938,523,-44,82,313,32,38012,
26405,-396,-2432,15548,1206,710,-175,-28,86,307,32,1405,
26406,804,-1432,17844,2305,-776,631,-33,84,305,32,04466,
26407,-392,-1688,17956,-206,81,115,-33,84,305,32,38012,
26408,-448,-2588,16048,-414,-216,35,-30,89,307,32,23635,
26409,392,-2048,15684,565,-1584,496,-30,89,307,32,23635,
26410,168,-1920,15424,831,119,-103,-40,86,315,32,09258,
26411,568,-1752,16380,160,153,-190,-40,86,315,32,42804,
26412,384,-1604,15772,1154,80,66,-44,93,316,31,94881,
26413,560,-1452,16724,1221,157,-198,-35,97,310,32,09258,
26414,1052,-1208,17048,-366,784,235,-35,97,310,32,28427,
26415,-24,-1484,16312,266,650,223,-35,107,310,32,09258,
26416,-328,-1544,17148,1133,-635,315,-36,98,323,32,23635,
26417,-872,-2056,17736,-525,-713,-363,-28,99,310,32,1405,
26418,468,-1808,16100,-57,-1320,-28,-28,99,310,32,28427,
26419,524,-1320,15372,968,-1044,-21,-31,93,311,32,38012,
26420,208,-1352,16544,672,-858,-192,-31,93,311,32,04466,
26421,824,-1360,17096,132,-1336,206,-35,97,310,32,04466,
26422,800,-952,15660,-316,686,-4,-39,108,301,31,94881,
26423,692,-1152,16160,815,62,323,-39,108,301,32,23635,
26424,628,-1392,17544,-528,-47,558,-39,108,301,32,04466,
26425,88,-1768,16124,-733,726,-80,-38,99,317,32,38012,
26426,48,-1580,16120,697,-243,-261,-40,91,307,32,28427,
26427,840,-1564,16300,568,-433,-62,-38,99,305,32,1405,
26428,400,-1660,15904,216,144,-228,-38,99,305,32,1405,
26429,412,-1556,16408,575,-321,-144,-38,99,305,32,09258,
26430,468,-1312,16624,279,-219,-59,-35,105,315,32,23635,
26431,584,-1324,16228,35,384,-227,-33,112,325,32,1405,
26432,1380,-1072,15836,258,181,302,-33,112,325,32,04466,
26433,196,-1020,16596,609,105,100,-33,112,325,31,94881,
26434,904,-948,17292,-112,-236,537,-47,103,313,32,1405,
26435,168,-1128,16876,-93,-556,619,-35,110,315,32,23635,
26436,488,-1172,16560,-627,-278,512,-33,102,325,32,04466,
26437,384,-1536,15976,-280,-261,441,-50,102,325,32,23635,
26438,504,-1816,16276,-174,-457,187,-50,102,325,32,04466,
26439,76,-1800,16412,-529,-67,-147,-39,101,313,31,90089,
26440,916,-1596,15788,57,59,26,-39,95,311,32,1405,
26441,824,-1280,15096,919,526,40,-39,95,311,32,28427,
26442,548,-1060,16688,621,684,248,-44,98,318,32,09258,
26443,248,-1140,17316,555,196,59,-44,98,318,32,28427,
26444,328,-1076,17680,-261,-159,-136,-34,106,316,32,23635,
26445,848,-968,16428,-199,-164,444,-34,106,316,32,38012,
26446,684,-1112,16228,108,-125,755,-35,102,307,32,28427,
26447,56,-1448,16156,167,1118,266,-35,110,312,32,09258,
26448,-440,-1280,16732,-750,2537,-306,-35,110,312,32,1405,
26449,804,-1128,16124,1830,1350,555,-33,105,315,32,23635,
26450,1248,-992,15280,2525,-428,653,-33,105,315,32,04466,
26451,1008,-632,16140,875,206,695,-26,111,311,32,28427,
26452,-28,-800,16264,814,1053,203,-26,111,311,32,28427,
26453,-164,-520,17152,985,25,-271,-36,108,316,32,23635,
26454,-320,-656,17528,-31,-381,-183,-36,108,316,32,1405,
26455,-576,-808,16464,-179,-95,-307,-26,116,316,32,42804,
26456,-436,-648,16780,800,-1328,-281,-34,108,323,32,42804,
26457,20,-740,16980,-449,-742,-962,-34,108,323,32,04466,
26458,748,-688,15552,-37,-531,-238,-29,106,306,32,28427,
26459,620,-436,16064,487,-611,10,-44,108,316,32,23635,
26460,328,-492,16660,-31,84,-371,-31,106,316,32,28427,
26461,364,-772,15972,39,420,-210,-28,115,320,32,1405,
26462,112,-868,16196,712,-341,105,-28,115,320,32,38012,
26463,-196,-780,16924,5,67,-320,-28,115,320,32,04466,
26464,116,-832,16464,270,-242,-474,-36,114,311,32,28427,
26465,-344,-320,16916,111,780,-1430,-38,120,315,32,09258,
26466,-416,44,17100,-1044,3593,-3046,-31,114,306,31,94881,
26467,1220,-388,16392,-1018,3335,-1028,-31,114,306,32,1405,
26468,-68,-516,16012,107,1043,65,-24,116,308,32,28427,
26469,-840,-1144,16556,-582,1241,-800,-21,106,316,32,1405,
26470,380,-1124,15896,-218,-109,324,-16,106,316,32,38012,
26471,-300,-840,16036,396,-454,751,-16,106,316,32,04466,
26472,-788,-908,16096,420,222,472,-16,106,316,32,38012,
26473,-968,-1140,16360,903,-234,514,-22,102,300,32,09258,
26474,-1260,-744,17392,139,-842,383,-25,126,310,32,09258,
26475,-764,-540,16556,-240,-338,-2,-28,115,305,32,09258,
26476,-424,-444,16412,55,-1016,451,-36,114,301,32,28427,
26477,-84,-420,17184,-570,-1976,858,-36,114,301,32,1405,
26478,780,-536,16296,-579,-2075,849,-30,112,310,32,57181,
26479,788,-672,15452,-30,-1383,1186,-36,116,308,32,28427,
26480,212,-1056,16004,115,-876,1457,-36,116,308,32,42804,
26481,344,-788,16016,108,-804,1977,-36,116,308,32,09258,
26482,-484,-928,15848,1024,-353,471,-38,118,302,32,28427,
26483,-520,-872,16972,312,754,-952,-34,106,316,32,42804,
26484,188,-516,17044,-246,371,-512,-34,106,316,32,28427,
26485,868,-100,16756,-351,127,221,-36,116,301,32,28427,
26486,160,-372,16840,-284,-272,549,-36,116,301,32,42804,
26487,452,-784,16332,-747,-147,752,-30,105,310,32,04466,
26488,96,-836,16172,51,-394,841,-29,106,301,32,38012,
26489,220,-1008,17240,-1025,-1054,966,-29,106,301,32,38012,
26490,-352,-1200,15608,-131,-92,276,-43,107,310,32,1405,
26491,-212,-1180,16484,320,-410,-170,-43,107,310,32,38012,
26492,52,-776,17400,-980,-394,-271,-34,114,311,32,42804,
26493,672,-904,15660,134,-299,-199,-34,114,311,32,28427,
26494,808,-748,16240,276,-181,64,-33,107,310,32,09258,
26495,92,-1060,16636,-311,270,-247,-39,116,303,32,28427,
26496,240,-1320,16036,-514,1022,-247,-39,116,303,32,23635,
26497,224,-1272,15996,199,21,286,-40,110,305,32,23635,
26498,-92,-1096,16608,-34,290,-102,-40,110,305,32,28427,
26499,-36,-1052,16236,-72,301,-198,-38,115,302,32,23635,
26500,164,-1200,16200,412,-106,74,-40,105,302,32,38012,
26501,-136,-1012,16368,188,244,-255,-40,105,302,32,04466,
26502,360,-904,16812,105,-323,-36,-40,105,302,32,42804,
26503,-100,-972,16724,-70,-88,-114,-38,110,297,32,42804,
26504,580,-944,16436,-98,-55,86,-36,103,303,32,38012,
26505,40,-876,16152,314,50,16,-36,114,306,32,28427,
26506,236,-808,16584,127,301,-51,-36,114,306,32,1405,
26507,120,-924,16784,77,-181,137,-35,107,307,32,42804,
26508,-228,-960,16728,-193,-136,-71,-36,111,303,32,1405,
26509,252,-1068,16140,-25,-110,-39,-40,110,305,32,23635,
26510,-100,-988,16444,54,-268,-119,-40,110,305,32,38012,
26511,344,-992,16552,80,-223,-38,-40,110,305,32,1405,
26512,320,-772,16280,231,-114,-100,-36,114,308,32,1405,
26513,244,-768,16700,-15,-116,-74,-38,105,302,32,23635,
26514,276,-900,16424,-24,-111,-155,-31,114,306,32,38012,
26515,248,-844,16108,141,135,-59,-31,114,306,32,1405,
26516,100,-852,16996,-84,-133,21,-38,107,297,32,09258,
26517,184,-860,16720,-203,-7,-35,-39,108,308,32,23635,
26518,48,-1192,16236,176,-301,35,-28,105,310,32,04466,
26519,-212,-1052,16336,-41,-62,-187,-28,105,310,32,23635,
26520,408,-996,16260,301,-190,-120,-28,105,310,32,04466,
26521,104,-920,16824,148,-391,-164,-35,102,302,32,09258,
26522,-212,-872,17164,-310,-432,-390,-40,105,305,32,1405,
26523,468,-932,16128,-429,-204,-248,-38,112,307,32,28427,
26524,1112,-732,16016,368,-292,233,-33,105,302,32,1405,
26525,204,-772,17152,-319,-286,187,-33,105,302,32,1405,
26526,232,-1124,16288,-336,-154,36,-44,108,296,32,23635,
26527,504,-1188,15668,325,26,149,-42,103,301,32,1405,
26528,-92,-1060,16424,261,40,-37,-42,103,301,32,38012,
26529,-108,-1080,16796,-84,24,-242,-44,108,298,32,09258,
26530,584,-916,16536,10,-217,18,-44,108,298,32,28427,
26531,376,-960,16384,-35,-27,-34,-47,114,306,32,09258,
26532,484,-860,16560,144,-193,114,-47,114,306,32,38012,
26533,368,-936,16764,-298,-33,100,-50,107,312,32,38012,
26534,328,-1048,16120,138,-143,76,-28,105,310,32,09258,
26535,440,-984,16560,143,41,58,-28,105,310,32,04466,
26536,128,-940,16464,92,-22,24,-30,110,310,32,28427,
26537,260,-992,16468,276,-56,-94,-30,110,310,32,1405,
26538,264,-936,16500,117,73,-157,-34,114,321,32,23635,
26539,376,-856,16520,-45,-48,-68,-49,111,306,32,1405,
26540,632,-660,16424,49,7,109,-49,111,306,32,1405,
26541,200,-804,16624,26,-63,124,-49,111,306,32,28427,
26542,184,-872,16576,-184,-113,82,-44,98,311,32,28427,
26543,352,-948,16316,38,-109,65,-39,106,308,32,42804,
26544,268,-816,16516,-6,-24,-29,-39,106,308,32,42804,
26545,308,-908,16560,-97,-59,-78,-38,110,312,32,09258,
26546,512,-968,16220,301,-115,130,-38,105,305,32,42804,
26547,156,-908,16628,27,-39,-49,-33,105,305,32,04466,
26548,240,-888,16380,10,62,-87,-31,108,308,32,38012,
26549,716,-944,16160,111,148,48,-31,108,308,32,23635,
26550,144,-788,16308,280,105,-47,-31,108,308,32,1405,
26551,336,-876,16988,-225,142,-36,-33,107,310,32,09258,
26552,116,-976,16424,-231,-15,73,-36,116,313,32,28427,
26553,496,-980,15880,373,-140,142,-35,105,310,32,42804,
26554,212,-928,16828,8,86,-95,-35,105,310,31,94881,
26555,464,-864,16584,-9,-15,72,-33,102,310,32,1405,
26556,180,-972,16432,46,68,-71,-34,103,306,32,23635,
26557,160,-1008,16100,304,73,-47,-35,107,312,32,28427,
26558,256,-904,16692,13,72,-6,-35,107,312,32,23635,
26559,316,-852,16220,140,83,41,-35,107,312,32,42804,
26560,68,-912,16356,312,-132,-30,-43,110,312,32,23635,
26561,204,-868,16924,-357,43,-88,-34,103,316,32,09258,
26562,388,-808,15952,-19,132,-139,-42,116,316,32,42804,
26563,124,-812,16452,521,-132,96,-31,127,318,32,42804,
26564,156,-696,16760,-57,119,-65,-31,127,318,32,1405,
26565,72,-860,16332,240,-60,-66,-30,110,325,32,04466,
26566,116,-612,16432,68,-8,-37,-33,105,307,32,42804,
26567,16,-724,16540,277,-16,-59,-33,105,307,32,28427,
26568,308,-704,16644,-122,146,-21,-40,110,317,32,38012,
26569,68,-700,16524,5,-191,-46,-40,110,317,32,28427,
26570,328,-768,16468,-47,-154,77,-29,111,318,32,1405,
26571,76,-744,16260,134,4,5,-29,111,318,32,23635,
26572,396,-768,16620,-103,12,99,-38,107,312,32,28427,
26573,-216,-736,16544,42,-121,-118,-38,107,312,32,23635,
26574,140,-620,16848,-347,-214,-177,-36,116,306,32,28427,
26575,396,-752,16440,-63,-154,68,-31,108,328,32,28427,
26576,144,-792,16168,36,-87,-12,-31,108,328,32,38012,
26577,276,-676,16816,-87,-435,1,-34,116,306,32,38012,
26578,344,-684,16584,-261,-189,110,-34,116,306,32,28427,
26579,0,-972,16120,212,-289,89,-35,102,317,32,42804,
26580,48,-996,16588,-39,-354,-146,-35,102,317,32,38012,
26581,528,-824,16204,-53,16,-36,-39,116,313,32,28427,
26582,472,-744,16200,324,-264,-284,-34,111,321,32,42804,
26583,440,-696,16460,256,-118,-199,-34,111,321,32,42804,
26584,536,-840,16420,463,-283,-83,-42,116,316,32,28427,
26585,180,-884,16596,-90,-136,-174,-42,116,316,32,38012,
26586,344,-960,16140,235,-126,-107,-31,108,313,32,1405,
26587,376,-716,16400,365,-255,-129,-42,106,313,32,28427,
26588,756,-512,16668,299,-243,42,-42,106,313,32,1405,
26589,436,-664,16192,830,-686,-259,-42,106,313,32,23635,
26590,1388,-196,16372,969,-953,562,-47,119,313,32,42804,
26591,1896,116,16576,727,-532,1864,-36,122,318,32,42804,
26592,368,68,17244,944,-123,2301,-47,108,321,32,42804,
26593,32,-296,18196,-486,-968,2598,-47,108,321,32,42804,
26594,1616,-20,17168,133,-610,3971,-47,108,321,32,42804,
26595,-24,-1668,19460,-1831,-2394,3555,-45,115,322,32,23635,
26596,-584,-1192,15836,1833,-5442,4094,-49,122,318,32,47596,
26597,-644,588,15164,3971,-6313,3762,-49,122,318,32,38012,
26598,-32,3804,15160,-519,-2028,4292,-49,122,318,32,47596,
26599,328,1696,12012,-1764,2472,3740,-70,124,318,32,28427,
26600,2484,2272,12912,4213,-1824,7335,-63,131,317,32,38012,
26601,1452,2648,17840,-900,537,7964,-57,122,323,32,1405,
26602,2048,1764,15888,-2711,4447,7605,-57,122,323,32,09258,
26603,3672,1712,15760,-1013,4003,10684,-57,122,323,32,1405,
26604,848,932,16700,-2283,4513,11559,-43,126,310,32,42804,
26605,972,-360,15824,-1036,4107,11543,-30,133,307,32,23635,
26606,588,-612,17000,-803,1183,11582,-30,133,307,32,38012,
26607,1152,-1256,16076,498,505,12329,-30,133,307,32,38012,
26608,72,-1928,16504,597,361,12013,-19,140,298,32,42804,
26609,312,-2056,15356,431,-104,10081,-21,145,291,32,42804,
26610,2240,-2564,14284,2280,-1050,10369,-7,144,285,32,23635,
26611,-116,-1812,14388,5060,-788,10877,-15,168,277,32,23635,
26612,-2148,-1552,17764,4211,225,8404,-15,168,277,32,23635,
