Index,Accel X (LSB),Accel Y (LSB),Accel Z (LSB),Gyro X (LSB),Gyro Y (LSB),Gyro Z (LSB),Compass X (LSB),Compass Y (LSB),Compass Z (LSB),Temperature,
15770,-6692,-1428,15124,831,878,489,70,234,258,32,38012,
15771,-6328,-2004,14468,274,1817,128,70,234,258,32,23635,
15772,-6752,-2268,15140,-38,-3,963,78,246,255,32,38012,
15773,-6776,-1848,14540,80,143,732,77,245,258,32,1405,
15774,-6948,-1476,14720,-98,-66,845,77,245,258,32,57181,
15775,-7120,-1636,14868,18,815,115,78,246,250,32,23635,
15776,-6768,-1980,14420,233,1792,622,78,246,250,32,23635,
15777,-6724,-1752,14760,-216,3865,-59,86,252,250,32,23635,
15778,-8472,-3644,12824,852,2414,901,86,252,250,32,38012,
15779,-7344,-1824,15048,1360,1491,757,85,245,241,32,04466,
15780,-7600,-1264,14908,1245,2701,562,89,254,237,32,47596,
15781,-8020,-2168,13976,-756,4635,421,89,254,237,32,28427,
15782,-8340,-1528,13144,-1083,6481,1236,90,258,243,32,04466,
15783,-8972,-480,14100,243,1417,2092,86,265,240,32,42804,
15784,-8768,-816,13844,446,1059,-139,95,269,236,32,57181,
15785,-9112,-400,13560,-1460,-3245,796,99,259,227,32,38012,
15786,-9268,-1032,14364,533,-4400,1174,99,259,227,32,09258,
15787,-8696,-1420,14000,-55,-1318,172,99,259,227,32,1405,
15788,-7268,-912,13428,-1462,-629,341,99,252,245,32,38012,
15789,-8624,-912,12740,-1221,-1133,1572,90,263,241,32,47596,
15790,-9284,-1804,13656,-1146,1730,539,98,266,233,32,23635,
15791,-8468,-2256,14796,-182,2580,694,98,266,233,32,23635,
15792,-8732,-512,13260,-1047,-33,765,101,252,240,32,42804,
15793,-9600,104,14380,1861,70,1345,87,253,243,32,28427,
15794,-8440,-1980,12880,-521,-1073,-275,92,263,241,32,38012,
15795,-9320,-1480,13052,-890,3726,-600,92,263,241,32,23635,
15796,-8980,-1776,13216,-3529,3839,1808,92,263,241,32,42804,
15797,-9420,-1200,13848,138,3323,1496,95,261,233,32,38012,
15798,-9412,-1416,13520,258,1647,-554,101,265,227,32,23635,
15799,-9204,-1384,14340,1358,-1059,-1133,101,265,227,32,28427,
15800,-10036,-1736,14980,964,-6853,-1626,96,259,235,32,38012,
15801,-9376,-2484,14796,100,-4581,-1132,96,259,235,32,42804,
15802,-9216,-924,12444,-3388,-2749,-364,95,261,238,32,38012,
15803,-8252,-144,13196,-845,-1119,100,92,253,243,32,42804,
15804,-7952,-1100,14308,1401,-1138,-747,92,253,243,32,47596,
15805,-7596,-1096,14288,-1671,-2134,993,92,253,243,32,38012,
15806,-8360,-1832,12600,-328,-478,826,89,257,245,32,28427,
15807,-7372,-1592,14408,791,-383,375,94,252,240,32,38012,
15808,-8120,-1676,14952,-496,-1176,567,94,252,240,32,1405,
15809,-8296,-1428,14264,-348,-823,-254,82,263,246,32,23635,
15810,-7044,-932,14772,1021,-956,-454,82,263,246,32,42804,
15811,-7372,-544,13380,-1284,-1629,-36,86,259,257,32,04466,
15812,-7544,-1144,14120,-1449,-898,653,82,248,253,32,38012,
15813,-7368,-1096,14728,-99,-1231,386,71,254,255,32,42804,
15814,-7176,-3016,16272,-342,-4243,-589,80,248,253,32,28427,
15815,-7788,-2392,13472,-2308,-4632,-227,80,248,253,32,23635,
15816,-3964,-2900,21940,-2817,-16919,-1022,80,250,266,32,42804,
15817,-5292,-4664,22528,-2564,-32768,-4733,80,250,266,32,38012,
15818,-5840,816,13208,-213,-31236,-1959,2,233,305,32,38012,
15819,336,-968,18968,2899,-32692,-3663,-47,232,321,32,42804,
15820,-176,-7380,21052,3462,-32768,-13690,-47,232,321,32,23635,
15821,628,-544,8408,342,-20940,-8759,-47,232,321,32,28427,
15822,9512,-4124,20208,-597,-24437,-8513,-156,253,301,32,38012,
15823,6904,-772,11200,2062,-20945,-11250,-191,259,302,32,1405,
15824,10376,-340,9872,-3003,-13823,-4511,-211,265,275,32,42804,
15825,12128,924,9748,-5197,-9927,-3216,-211,265,275,32,38012,
15826,10912,-204,6840,-4108,-5686,-2887,-211,265,275,32,42804,
15827,13476,-196,11232,-6123,-6108,736,-250,258,276,32,1405,
15828,12792,-1600,8348,-3655,-3479,-1060,-248,240,256,32,42804,
15829,12756,-332,8244,-3076,-983,-380,-248,240,256,32,1405,
15830,13008,-904,8360,-4323,-873,125,-248,240,256,32,38012,
15831,13216,-1592,8212,-3685,-188,-504,-259,238,257,32,38012,
15832,13148,-1160,8440,-1545,1175,-605,-257,236,260,32,42804,
15833,13520,-1940,9672,-1328,1524,-471,-253,240,256,32,47596,
15834,13176,-2196,9432,-2457,1581,-983,-253,240,256,32,1405,
15835,13424,-1008,9768,-2637,2438,-81,-250,224,261,32,57181,
15836,13316,-1032,9576,-1084,1884,-133,-253,216,263,32,42804,
15837,12776,-1460,9844,-1986,2466,254,-239,220,265,32,42804,
15838,12680,-1928,9764,-3855,2942,1173,-239,220,265,32,42804,
15839,12668,-2396,10112,-2219,2983,230,-239,220,265,32,38012,
15840,12600,-1792,9800,-2185,2761,831,-244,217,277,32,42804,
15841,12428,-1808,9740,-1516,3002,1182,-236,204,277,32,42804,
15842,12676,-2584,11776,-1336,1790,906,-236,210,277,32,42804,
15843,12012,-3120,10872,-313,2313,-626,-224,202,280,32,42804,
15844,11944,-2492,10896,106,2353,-1005,-224,202,280,32,1405,
15845,12024,-2312,11112,377,1905,-1025,-217,198,286,32,42804,
15846,11676,-1876,10652,-360,2531,-109,-215,208,283,32,47596,
15847,12152,-2896,12036,-484,1543,-230,-215,208,283,32,42804,
15848,11736,-1976,11392,-217,1530,316,-216,210,295,32,1405,
15849,11864,-2384,12428,-104,657,423,-216,210,295,32,28427,
15850,11256,-2612,11512,-268,792,339,-221,207,285,32,42804,
15851,11252,-2752,11668,-690,499,312,-221,207,285,32,28427,
15852,11552,-2744,11836,-236,131,132,-206,194,295,32,47596,
15853,11216,-3076,11832,-293,-269,-343,-207,200,298,32,38012,
15854,11520,-2208,11572,26,-591,-378,-207,200,298,32,28427,
15855,11564,-2612,12100,581,-1070,-639,-210,195,298,32,38012,
15856,11436,-1968,11620,1160,-1044,-881,-206,199,287,32,38012,
15857,11456,-2400,11144,248,-612,-514,-215,211,293,32,42804,
15858,11428,-2300,11072,-195,164,-85,-212,200,291,32,28427,
15859,11896,-2448,11832,556,407,-272,-212,200,291,32,42804,
15860,11672,-1952,11272,568,1293,349,-212,200,291,32,28427,
15861,11784,-2112,11332,1044,4457,1102,-212,211,298,32,61973,
15862,10748,-1204,10104,840,11100,6001,-202,211,286,32,1405,
15863,9168,-964,9404,2689,20216,10144,-202,211,286,32,42804,
15864,7344,-1720,12688,7530,21291,7842,-170,207,302,32,1405,
15865,3908,-468,11912,8658,23492,10257,-145,204,312,32,1405,
15866,3812,-1488,17888,4356,20144,10956,-109,233,330,32,47596,
15867,1408,-4744,16592,-881,16648,7695,-59,232,321,32,1405,
15868,2516,-6468,19548,-7052,11163,3383,-59,232,321,32,38012,
15869,2052,-5292,19244,-6497,2825,-445,-59,232,321,32,38012,
15870,504,-3168,15956,-3893,513,-914,-33,220,310,32,23635,
15871,480,-4148,16028,-2522,-386,-733,-30,199,300,32,38012,
15872,1072,-4624,17548,-1746,-2206,-942,-30,196,320,32,23635,
15873,1016,-4112,16172,390,-1979,-845,-30,196,320,32,38012,
15874,1072,-4068,15884,970,-857,-219,-39,187,313,32,28427,
15875,1320,-4192,16924,1305,-319,-182,-44,198,331,32,23635,
15876,1004,-4224,16224,543,257,-327,-39,203,318,32,28427,
15877,1376,-3824,16684,277,155,-353,-39,203,318,32,42804,
15878,1600,-3516,16508,-154,-619,27,-39,203,318,32,47596,
15879,1084,-4180,15552,-347,173,-458,-36,195,316,32,38012,
15880,1108,-3816,15900,-475,283,366,-48,207,317,32,28427,
15881,932,-4824,16012,354,276,-404,-48,207,317,32,28427,
15882,1140,-4192,16036,-642,401,-140,-44,198,321,32,1405,
15883,1028,-3616,15684,122,209,157,-44,198,321,32,23635,
15884,988,-4564,16048,-97,-38,-253,-43,194,317,32,42804,
15885,1080,-4060,16092,-635,55,-239,-42,208,316,32,28427,
15886,1176,-3636,15972,436,-182,-52,-42,208,316,32,38012,
15887,960,-4128,15532,1083,317,271,-42,206,316,32,57181,
15888,952,-3844,16136,4721,1059,458,-42,206,316,32,38012,
15889,1620,-952,17480,18636,-703,1879,-35,196,312,32,1405,
15890,788,-2876,18124,32767,-6133,-3608,-35,196,312,32,57181,
15891,-936,2736,10856,32767,1872,-2273,-45,317,295,32,42804,
15892,1060,7892,13984,32767,5680,4510,-35,385,255,32,42804,
15893,308,11012,14984,32767,7968,4041,-35,385,255,32,42804,
15894,112,9096,12808,32767,7335,1115,-38,438,200,32,38012,
15895,2464,11764,12356,22268,4838,2632,-28,475,130,32,42804,
15896,1444,15080,9296,17174,1869,2838,-30,475,87,32,38012,
15897,644,16028,5420,14850,-934,4315,-30,475,87,32,42804,
15898,976,15444,4332,7562,-1355,5371,-30,493,62,32,38012,
15899,632,15120,3560,5299,-1379,3143,-30,493,62,32,42804,
15900,648,15408,1932,2940,-40,1142,-45,480,27,32,47596,
15901,1656,14140,3820,-1193,-467,45,-49,484,21,32,42804,
15902,1776,15692,4212,-223,-1119,-542,-49,484,21,32,28427,
15903,1108,16288,2548,492,-81,-228,-42,481,18,32,1405,
15904,1556,15344,2956,-439,-131,409,-53,483,30,32,42804,
15905,1420,14888,3316,-959,-95,-197,-45,475,25,32,1405,
15906,1600,15596,3224,-665,-28,-518,-50,475,20,32,38012,
15907,1636,15868,3584,-567,-69,324,-50,475,20,32,47596,
15908,1456,15376,3796,-352,-186,287,-50,475,20,32,23635,
15909,1728,14652,3444,-1710,425,-156,-44,479,26,32,28427,
15910,2152,15124,4132,-1591,-81,-201,-49,484,28,32,38012,
15911,1528,17080,3432,-356,477,891,-49,484,28,32,23635,
15912,1848,15348,4820,43,-682,648,-49,484,28,32,38012,
15913,1512,14384,3968,-1463,89,-370,-54,481,36,32,47596,
15914,1840,15828,3608,-1722,622,252,-48,483,37,32,28427,
15915,1944,15448,4276,-813,163,166,-57,497,46,32,28427,
15916,1664,14936,4324,-1490,132,-407,-59,471,43,32,61973,
15917,1748,15620,4616,-1325,318,-400,-59,471,43,32,42804,
15918,1736,16000,4652,-832,266,30,-52,484,53,32,57181,
15919,1692,15164,5140,-752,-222,-316,-40,477,42,32,38012,
15920,1796,15388,5068,-1976,-404,-170,-40,477,42,32,38012,
15921,1824,15704,4696,-1596,-443,71,-49,486,51,32,42804,
15922,1720,14832,4968,-2916,-182,-271,-49,486,51,32,42804,
15923,1788,14348,5176,-4973,43,-811,-54,486,63,32,1405,
15924,1632,14484,5764,-6903,657,-1013,-44,484,51,32,23635,
15925,916,14496,5944,-6804,1741,-1334,-59,476,76,32,28427,
15926,1240,14864,6664,-4042,806,-1251,-59,476,76,32,23635,
15927,1464,14564,7568,-1749,-628,-1181,-50,469,90,32,57181,
15928,716,14784,6196,-1924,780,-420,-48,483,80,32,23635,
15929,1144,14820,7964,-277,330,347,-48,483,80,32,61973,
15930,1152,13128,7656,-248,122,-369,-42,471,86,32,38012,
15931,1008,14112,7448,-287,266,-274,-42,471,86,32,47596,
15932,816,14344,7324,-704,632,-44,-35,477,92,32,38012,
15933,1272,13540,8336,-2906,-135,-1081,-42,468,93,32,23635,
15934,1244,13800,7788,-6554,-831,-1590,-48,472,97,32,38012,
15935,1048,13044,8168,-13138,-1604,-3266,-28,475,112,32,47596,
15936,1600,8820,11988,-24383,-4693,-7654,-28,475,112,32,47596,
15937,-548,6944,13224,-32768,-7695,-12665,-30,454,142,32,42804,
15938,-1396,7536,13828,-32768,-3629,-11418,-30,454,142,32,1405,
15939,-1988,10216,15180,-32768,3002,-3119,-8,342,263,32,42804,
15940,280,6704,19196,-32768,3544,2052,-7,238,302,32,42804,
15941,1288,-3464,22268,-32768,-4771,-3546,-7,238,302,32,23635,
15942,-1840,-3472,12524,-32761,214,1494,-7,238,302,32,42804,
15943,-496,-7124,13084,-19855,-123,1570,-14,103,293,32,42804,
15944,1176,-14596,17232,-13888,-7029,-2771,-11,77,273,32,28427,
15945,-1420,-9904,7380,-5390,-3097,176,-22,55,270,32,42804,
15946,-28,-12576,9380,-3929,628,1260,-22,55,270,32,23635,
15947,536,-12160,12196,-585,-24,516,-22,55,270,32,47596,
15948,248,-12448,11744,-281,-1104,171,-22,52,265,32,09258,
15949,56,-11976,10160,-2911,1476,1141,-29,53,268,32,28427,
15950,696,-12200,12848,-408,-331,306,-29,53,268,32,38012,
15951,-120,-12516,11004,322,-613,-377,-29,53,268,32,23635,
15952,196,-12556,11264,-222,-434,-367,-30,49,255,32,28427,
15953,468,-12008,11776,523,-972,-427,-26,40,256,32,42804,
15954,188,-12252,11412,996,-1129,-736,-25,49,260,32,23635,
15955,492,-12400,11292,-797,-337,-276,-33,49,270,32,38012,
15956,788,-12276,12272,41,-1095,-525,-33,49,270,32,1405,
15957,408,-12292,11348,843,-1059,-725,-30,39,257,32,28427,
15958,720,-12528,11640,-2021,-602,-203,-39,48,263,32,38012,
15959,988,-11836,11660,-36,-1216,-398,-39,48,263,32,38012,
15960,432,-12408,10620,-543,-648,-63,-39,48,263,32,47596,
15961,812,-11944,11336,-196,-958,23,-42,45,253,32,23635,
15962,656,-12276,10772,589,-1103,-323,-36,35,266,32,42804,
15963,616,-12712,10476,-2387,346,351,-40,42,267,32,28427,
15964,1124,-11928,11908,-254,-579,-253,-33,42,260,32,47596,
15965,796,-12384,10828,-869,-634,-228,-33,42,260,32,1405,
15966,1184,-12268,11480,-1254,-1043,-47,-38,42,255,32,23635,
15967,1024,-12496,10688,-313,-397,-350,-47,38,261,32,38012,
15968,968,-12376,10672,33,-49,-60,-47,38,261,32,38012,
15969,1212,-12584,11092,-569,-131,-10,-34,35,266,32,47596,
15970,952,-12552,10600,329,165,-260,-34,35,266,32,28427,
15971,1056,-12540,10864,458,121,-273,-48,36,270,32,42804,
15972,964,-12392,10532,375,618,104,-48,36,270,32,23635,
15973,1196,-12856,11328,151,469,-139,-40,28,260,32,61973,
15974,1444,-12404,11660,265,-32,-71,-35,42,252,32,42804,
15975,1060,-12788,10932,-72,39,-161,-35,42,252,32,47596,
15976,1132,-12280,10748,65,436,73,-44,45,251,32,42804,
15977,1108,-12528,10956,46,369,253,-36,38,256,32,28427,
15978,1040,-12420,10652,1001,1217,276,-50,36,262,32,42804,
15979,848,-12616,11068,4320,1548,-430,-34,43,253,32,42804,
15980,536,-11940,10576,9689,3583,-894,-34,43,253,32,42804,
15981,68,-10384,11356,23332,5238,-1333,-34,43,253,32,38012,
15982,-548,-7716,11144,32767,6740,66,-29,90,291,32,38012,
15983,-68,-816,16632,32767,4472,5472,-16,150,301,32,38012,
15984,1048,-956,22136,32767,-1474,7144,-10,238,297,32,38012,
15985,-1004,-3324,17684,32767,-692,2022,-10,238,297,32,28427,
15986,-1020,1336,15092,19983,4369,1564,-16,316,286,32,42804,
15987,-752,2500,16024,10082,5992,-869,-6,339,266,32,28427,
15988,-708,6212,16192,2740,4681,-324,3,363,253,32,57181,
15989,-568,8020,17104,2413,918,122,3,363,253,32,38012,
15990,-2040,7832,14552,3684,-1028,463,3,363,253,32,1405,
15991,-1404,7208,13948,1748,-220,1576,7,378,240,32,42804,
15992,-1100,6128,14488,1017,-650,558,1,366,243,32,23635,
15993,-1796,6052,13796,451,722,111,1,366,243,32,47596,
15994,-1356,6708,14100,-907,1074,81,1,366,243,32,23635,
15995,-1376,6796,15368,-1427,-62,-60,7,378,240,32,1405,
15996,-1628,6672,15116,-678,-543,-297,5,380,237,32,66766,
15997,-1880,6900,14184,-1403,223,292,3,374,243,32,42804,
15998,-1416,6552,15484,-668,-353,156,3,374,243,32,47596,
15999,-1744,6304,14560,-501,-157,166,3,374,243,32,38012,
16000,-1312,5968,14804,-274,30,-273,5,383,240,32,28427,
16001,-1588,5952,14748,-883,400,-586,3,366,248,32,38012,
16002,-1340,7180,14956,79,146,79,3,366,248,32,57181,
16003,-1432,6292,14628,-88,-71,42,8,374,241,32,42804,
16004,-1704,6024,14560,-604,-90,-278,8,374,241,32,23635,
16005,-1392,6712,15480,-556,-590,375,10,370,250,32,42804,
16006,-1740,6108,15320,-329,-1240,-53,2,370,245,32,1405,
16007,-1832,6088,14392,-2008,-641,603,-2,364,237,32,09258,
16008,-1132,6208,15868,-308,-1403,-134,-1,360,251,32,28427,
16009,-1200,6060,14824,-658,-1679,460,-1,360,251,32,28427,
16010,-1040,5616,15380,-1063,-2354,45,1,371,256,32,42804,
16011,-1024,6228,15044,-451,-2425,396,1,371,256,32,57181,
16012,-1136,5864,14548,-724,-1560,548,-12,354,257,32,38012,
16013,-520,5204,15780,-1568,-2097,43,-17,359,252,32,28427,
16014,-236,5684,16012,-2074,-2665,232,-17,359,252,32,23635,
16015,-640,5516,14756,-1738,-1695,-502,-7,359,252,32,38012,
16016,-424,5900,14440,-2140,-340,14,-20,351,262,32,38012,
16017,28,5476,15764,-2000,-311,263,-11,347,268,32,28427,
16018,-444,4188,15968,-2302,-665,-769,-11,347,268,32,23635,
16019,-656,4128,16268,-3614,-501,-1462,-17,349,267,32,28427,
16020,-268,5256,16512,-2704,-1198,-1018,-17,349,267,32,47596,
16021,-96,5192,15248,-927,-1035,-446,-25,338,267,32,28427,
16022,168,4420,15452,-1128,-636,-186,-11,337,283,32,42804,
16023,172,3988,15364,-2058,-132,-36,-11,337,283,32,61973,
16024,276,4708,15376,-1658,-70,464,-11,337,283,32,42804,
16025,-60,5280,15304,-560,184,1343,-28,338,267,32,47596,
16026,108,3768,16320,-284,-597,1112,-21,337,268,32,1405,
16027,40,3516,15180,-585,-157,1072,-22,328,287,32,1405,
16028,1048,3696,15744,305,-435,1170,-22,328,287,32,47596,
16029,872,3360,15228,306,129,1005,-21,332,278,32,42804,
16030,772,2936,15968,-221,1054,361,-26,334,268,32,42804,
16031,764,3324,17124,-1101,1131,-21,-19,326,266,32,09258,
16032,468,4516,17096,-994,727,653,-19,326,266,32,38012,
16033,308,3924,17492,20,-462,886,-19,326,266,32,28427,
16034,52,2932,16276,-309,-744,663,-28,330,275,32,47596,
16035,156,3652,15716,-743,-478,877,-15,336,270,32,23635,
16036,400,4048,15916,-180,-1230,1095,-30,328,280,32,42804,
16037,704,3752,16164,871,-2304,917,-24,334,283,32,09258,
16038,548,3820,15836,203,-3000,1429,-24,334,283,32,23635,
16039,956,3904,16620,59,-3923,1863,-34,326,273,32,42804,
16040,972,4364,16008,337,-3009,2047,-35,338,282,32,42804,
16041,992,2820,15964,-717,-2391,2067,-35,338,282,32,28427,
16042,1412,1732,15944,-2463,-1539,1076,-40,336,285,32,38012,
16043,2168,3336,16376,-1882,-1968,756,-40,336,285,32,38012,
16044,2004,3384,15824,-1804,-1785,901,-44,324,276,32,38012,
16045,1988,2540,14848,-1455,-635,368,-44,324,276,32,47596,
16046,2620,2888,15728,-1321,-904,668,-50,322,287,32,47596,
16047,2312,2744,15204,-1186,-642,442,-57,324,296,32,42804,
16048,2492,2608,15836,-967,-667,309,-57,324,296,32,47596,
16049,2544,2204,15564,-920,-709,210,-63,315,290,32,42804,
16050,2616,1988,16720,-1244,-1393,147,-63,315,290,32,38012,
16051,2764,2072,15740,-914,-851,-222,-61,317,295,32,1405,
16052,2756,2324,15868,-598,-609,-269,-61,317,295,32,28427,
16053,3052,2600,15648,4,-497,-53,-62,308,296,32,38012,
16054,2636,2332,15516,144,365,-103,-62,308,296,32,57181,
16055,2792,1540,16424,-38,-111,-215,-63,309,295,32,09258,
16056,3088,1916,15988,-10,-454,30,-63,307,300,32,38012,
16057,2844,1972,15732,277,-305,-237,-63,307,300,32,42804,
16058,3176,2124,15488,242,291,-461,-66,307,300,32,38012,
16059,3100,2804,16096,182,-454,-3,-66,315,290,32,42804,
16060,2752,2660,15716,375,-180,238,-66,315,292,32,47596,
16061,2660,2128,15876,169,6,124,-64,321,303,32,42804,
16062,2788,2336,15632,271,-381,-88,-64,321,303,32,42804,
16063,2736,3104,15192,267,325,306,-64,321,303,32,38012,
16064,3156,2876,15440,523,516,415,-67,311,286,32,42804,
16065,2964,2792,15524,264,1177,697,-75,321,303,32,42804,
16066,3084,2792,16568,681,836,744,-63,315,287,32,38012,
16067,2868,2572,16468,511,127,596,-63,315,287,32,38012,
16068,2608,2012,16628,310,-50,214,-68,309,300,32,47596,
16069,2708,2100,16664,-95,75,503,-66,322,295,32,38012,
16070,2400,1912,15332,-696,1050,347,-71,320,300,32,42804,
16071,2788,1072,19212,-582,-828,-52,-71,320,300,32,38012,
16072,2908,1968,17284,-672,-472,220,-71,320,300,32,47596,
16073,2708,1916,16404,-438,104,116,-70,324,308,32,42804,
16074,3204,2024,16444,-449,608,114,-62,313,288,32,42804,
16075,2964,2260,15072,-431,1818,451,-64,316,298,32,57181,
16076,3372,2284,16660,-733,-195,999,-64,318,303,32,57181,
16077,2864,1872,15932,-480,-535,1033,-64,318,303,32,42804,
16078,2640,1656,16144,-805,-612,1255,-64,303,306,32,47596,
16079,2720,1488,16712,-1029,-419,832,-68,315,305,32,38012,
16080,2352,1536,15856,-1111,106,605,-68,315,305,32,28427,
16081,2376,1480,15920,-798,205,242,-68,315,305,32,47596,
16082,2484,2068,16596,-748,-66,473,-63,301,297,32,38012,
16083,2292,1736,16616,-122,-345,526,-70,305,298,32,23635,
16084,2460,1124,16408,-1056,-25,346,-70,305,298,32,47596,
16085,2436,1028,15972,-1290,-532,26,-70,308,298,32,38012,
16086,2424,1308,16168,-473,-72,-144,-70,308,298,32,47596,
16087,2224,1048,15992,-537,123,-367,-61,309,297,32,1405,
16088,2292,868,15848,-372,-95,-750,-62,303,303,32,38012,
16089,2548,1592,17292,-720,-824,-277,-70,295,296,32,47596,
16090,2720,1484,14856,-183,833,-606,-68,304,312,32,38012,
16091,3156,1140,16844,-395,-276,-314,-68,304,312,32,47596,
16092,2468,1100,15936,-760,311,-397,-66,307,305,32,38012,
16093,2696,1404,16140,-269,507,-423,-66,307,305,32,57181,
16094,2496,1376,15692,-797,990,61,-63,294,310,32,42804,
16095,2564,1040,15876,-607,-134,-168,-61,291,310,32,42804,
16096,2412,1076,16020,-291,536,-341,-61,291,310,32,28427,
16097,2512,1080,16452,-639,-116,-27,-62,295,306,32,47596,
16098,2580,1376,16284,-470,-218,173,-70,295,311,32,42804,
16099,2316,1556,16072,-225,115,206,-67,287,306,32,42804,
16100,2500,1044,16532,-568,13,429,-75,303,313,32,42804,
16101,2472,868,16312,-684,-313,510,-75,303,313,32,23635,
16102,2336,964,16376,-603,-141,282,-75,303,313,32,47596,
16103,2576,736,16772,-653,-941,620,-64,282,306,32,47596,
16104,2712,64,16696,-1001,-886,187,-58,288,315,32,38012,
16105,2656,224,16400,-1483,-622,219,-77,284,306,32,28427,
16106,2976,728,16352,-1041,-61,266,-77,284,306,32,42804,
16107,3100,556,16540,-1396,-737,653,-59,284,303,32,47596,
16108,2968,-52,16340,-1094,-758,587,-75,284,318,32,42804,
16109,3144,-424,15996,-1380,-1186,381,-73,273,317,32,42804,
16110,2800,-744,15996,-1415,-1253,801,-73,273,317,32,42804,
16111,3152,-1280,16276,-569,-993,-438,-73,273,317,32,42804,
16112,2708,-1392,14232,-11,174,-1331,-81,273,317,32,47596,
16113,2608,-672,14640,289,-125,-515,-71,273,312,32,42804,
16114,2764,-220,15048,42,52,213,-71,273,312,32,38012,
16115,2820,-852,16132,798,-190,-287,-71,273,312,32,1405,
16116,2824,-848,15808,16,-245,-241,-78,280,312,32,47596,
16117,2236,-400,14404,-1377,571,-129,-73,267,315,32,42804,
16118,3032,-572,15980,-1569,782,-547,-77,279,316,32,42804,
16119,3196,452,16492,862,-14,-372,-77,279,316,32,61973,
16120,3192,-532,16088,-456,1101,-107,-77,279,316,32,42804,
16121,2880,-248,16032,-424,1583,-451,-70,274,316,32,57181,
16122,3000,-940,17360,1095,135,-1252,-63,273,310,32,42804,
16123,2464,-616,17604,-148,268,-1083,-63,273,310,32,42804,
16124,2672,-716,16708,-2093,2114,-1189,-63,267,312,32,42804,
16125,2532,-488,16832,-1129,1441,-1059,-63,267,312,32,42804,
16126,2636,-872,17616,67,-391,-507,-56,267,317,32,38012,
16127,1656,-1988,16260,-146,99,-1149,-63,267,317,32,38012,
16128,2488,-868,17400,650,-975,-531,-59,261,318,32,1405,
16129,3060,-964,17920,1870,-2804,-999,-63,259,320,32,47596,
16130,2404,-1120,15312,693,-1678,-2039,-63,259,320,32,61973,
16131,3112,-172,15612,-362,-633,-2150,-76,267,317,32,42804,
16132,3828,1344,16052,2038,-1038,-962,-76,267,317,32,38012,
16133,3332,-796,15556,3969,-2033,-1801,-66,278,312,32,42804,
16134,2256,-1224,14928,4203,1,-2620,-73,283,310,32,28427,
16135,2652,44,15104,5238,2446,-3035,-73,283,310,32,42804,
16136,3032,868,16056,4729,2043,-4123,-63,296,312,32,23635,
16137,3008,20,17200,2481,571,-6929,-56,304,307,32,38012,
16138,3136,1964,16244,2278,-622,-7804,-49,300,298,32,47596,
16139,2896,3592,15448,741,1215,-6754,-52,308,303,32,42804,
16140,2676,3584,15672,-2871,1946,-5698,-52,308,303,32,38012,
16141,2188,3556,14108,-4171,3579,-4031,-52,308,303,32,42804,
16142,2088,4140,15268,-3964,5179,-872,-33,283,297,32,28427,
16143,1540,2196,16352,-1881,2467,-2279,-28,278,290,32,38012,
16144,552,2520,14468,-1697,3835,755,-28,278,290,32,42804,
16145,880,2164,15116,-2344,3451,2864,-5,280,297,32,42804,
16146,2048,2068,17392,-13085,127,15542,-15,273,302,32,42804,
16147,-7076,-3912,11088,-7556,5587,3925,-20,265,302,32,42804,
16148,1148,1312,19600,-3837,1926,4574,-14,258,301,32,42804,
16149,352,-332,19684,-120,-4117,4685,-14,258,301,32,42804,
16150,-1948,-3328,14864,-196,-2171,2825,-14,258,301,32,42804,
16151,76,-2776,16780,-1073,-1131,1904,-25,244,310,32,38012,
16152,920,-3800,18168,-231,-4788,1534,-24,248,306,32,38012,
16153,-156,-860,14808,-47,-2649,1685,-24,248,306,32,42804,
16154,944,-900,16292,-1140,-2862,1430,-24,248,306,32,23635,
16155,608,-592,14668,-487,964,571,-31,242,313,32,38012,
16156,1808,-112,17620,-708,-81,3268,-40,241,312,32,28427,
16157,884,-1300,17340,1876,-2669,2404,-42,242,313,32,42804,
16158,708,-3168,15628,4038,-1931,-284,-42,242,313,32,42804,
16159,1132,-1596,16676,-1803,-3211,2198,-42,242,313,32,1405,
16160,96,-5804,14264,-1634,-2244,-503,-49,242,311,32,42804,
16161,900,-2284,13772,-4047,1726,167,-47,255,311,32,23635,
16162,3328,-1464,17324,-1399,817,-73,-47,255,311,32,47596,
16163,2376,-2040,17152,1558,-826,241,-49,245,318,32,47596,
16164,2200,-3392,15244,3839,1923,-741,-49,245,318,32,38012,
16165,1620,-2584,16684,1191,3585,-819,-63,236,317,32,38012,
16166,-616,-3172,16732,-2391,2954,-793,-53,246,320,32,42804,
16167,776,-2244,16732,-3001,3629,-277,-53,246,320,32,42804,
16168,1432,-1736,18364,-1349,2200,-991,-42,234,308,32,42804,
16169,856,-2412,18088,-3183,-610,-834,-42,234,308,32,38012,
16170,-40,-3176,16044,-3838,81,-1266,-19,221,303,32,38012,
16171,232,-1180,15812,-2251,-168,138,-19,221,303,32,38012,
16172,-372,-2864,14876,-842,-812,477,-34,213,311,32,57181,
16173,556,-3628,15776,-607,-1237,14,-34,213,311,32,42804,
16174,484,-3800,15724,-771,-1601,-866,-39,213,313,32,42804,
16175,756,-2696,14948,-315,-682,52,-39,221,316,32,28427,
16176,1012,-3924,15312,542,310,-256,-39,208,313,32,47596,
